TR:mock:CellLine,TR:Ngf,TR:Mek1i,TR:Jnk1i,TR:Pik3r1i,DA:Klf2,DA:Klf4,DA:Btg2,DA:Dusp6,DA:Maff,DA:Jund,DA:Fosl1,DA:Junb,DA:Itga1,DA:Klf5,DA:Klf6,DA:Myc,DA:Pik3ip1,DA:Tieg1,DA:Cited2,DA:Zfp36,DA:Dgka,DA:Prkcd,DA:Plat,DA:Npy,DA:Mmp3,DV:Klf2,DV:Klf4,DV:Btg2,DV:Dusp6,DV:Maff,DV:Jund,DV:Fosl1,DV:Junb,DV:Itga1,DV:Klf5,DV:Klf6,DV:Myc,DV:Pik3ip1,DV:Tieg1,DV:Cited2,DV:Zfp36,DV:Dgka,DV:Prkcd,DV:Plat,DV:Npy,DV:Mmp3
1,1,0,1,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0.663825872,0.828652074,0.709789876,11.48349193,2.87661,0.329418647,10.7850232,1.074213737,0.45059,0.60897,0.627817321,0.578923166,0.160908549,0.43456012,0.669883421,0.542686073,0.392301498,0.875710993,0.42284,1.136172543,0.545423041
1,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0.761251911,0.778480424,0.786581949,2.319974542,3.568086738,0.429626133,0.552635457,0.974367639,0.701478352,0.449823886,0.404288576,0.287761992,0.273233394,0.216250062,0.573675835,0.446495397,0.83173,0.44899,0.434744038,1.218963941,0.283350121
1,1,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0.95374,8.1914275,2.302357159,27.12353962,17.5888395,0.42652066,181.6297434,4.661581883,0.479305468,2.401403545,1.926086973,0.47623942,0.024921653,0.238571871,5.98287,1.287861098,0.517765152,0.812276667,1.092560891,3.844384856,2.099502109
1,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0.625904003,0.760814859,0.865405611,0.50382778,1.58779,0.663776018,0.781374954,0.65564,1.071852555,0.653781413,0.764021926,0.737855059,0.814752039,0.475735032,0.796654755,0.761676853,0.655432743,1.052675796,0.754909797,1.156933595,0.456004484
1,1,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2.338420794,2.682367593,3.935978174,83.24365714,15.06308005,1.242138156,343.1006749,5.758029168,3.170153276,7.699684777,5.929396454,2.639956219,0.196400231,2.62143701,7.529050893,2.699594365,0.627479622,4.297894492,3.765074147,24.66363884,48.0690535
1,0,1,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0.136567766,0.52739,0.341649535,0.013069237,0.24647105,0.513183124,0.411538443,0.609800668,0.406192699,0.440930879,0.342990501,0.731655277,0.70127,0.179999542,0.713870702,0.977773183,0.505136641,0.82199,0.64263323,0.565329731,0.313992614
1,1,1,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0.922485807,1.270273984,1.353516697,7.828808081,6.653250538,0.606148271,36.756738,1.31673014,1.018393905,0.671690577,1.087824501,1.885633374,0.173100072,0.582781831,0.82696,1.094239996,0.857558723,1.318825333,1.4743,2.270774576,0.681606298
1,0,0,1,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0.37996,0.69656,0.875150118,0.55227689,0.276884642,0.426016742,1.957632859,0.651187985,0.895150007,0.8536,0.453014408,0.721116624,0.500130329,0.490523751,0.556559004,0.70939842,0.651323199,1.44819,0.452156455,1.955975867,0.258572427
1,1,0,1,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0.357509556,0.395820924,0.409850098,7.423026209,1.67944,0.204092746,7.000112975,0.642569691,0.77658,0.80041,0.484496008,0.852908093,0.167344193,0.215570568,0.368704859,0.387849857,0.428050047,0.705519313,0.33148,2.448278262,1.256056995
1,0,0,0,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0.435735123,0.683335845,0.607086794,2.370486388,1.32664184,0.220092237,0.997060216,0.423791612,0.493179371,0.440804434,0.352921111,0.190719718,0.140612644,0.099413045,0.387588187,0.319208258,0.50461,0.46527,0.545596722,0.781938385,0.183091641
1,1,0,0,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1.2912,1.998177237,1.80757528,137.0307609,9.781728519,0.296298251,159.9330281,4.087574408,0.607056746,3.940091483,1.920597317,1.523934011,0.042257386,0.358226601,5.34738,1.477329848,0.435222108,1.222831938,2.568434943,5.590324843,17.78308058
1,0,0,0,0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,0.595934556,0.638440994,0.534746077,0.169115076,0.58638,0.540608552,0.61346025,0.60234,0.727023542,0.501801359,0.573148067,0.727881799,0.757403159,0.520257888,0.566225627,0.683002944,0.489974727,0.898426396,0.441984464,0.76063399,0.193446066
1,1,0,0,0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1.861941634,1.292331327,0.452820445,70.49827627,5.289621869,0.984868722,110.6663686,3.019647132,3.252923136,4.066405462,3.693090509,2.058891449,0.272243251,0.913548011,2.917557629,1.88859843,0.989282807,1.684034911,3.500979492,37.80412001,32.03281517
1,0,1,0,0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,0.223002393,0.63298,0.344680738,0.019641994,0.212844753,0.503749886,0.410224372,0.650327033,0.291051503,0.361029328,0.427325967,0.649172751,0.64685,0.305989593,0.878322527,0.954598697,0.391259533,0.87288,0.579990721,0.73491849,0.168160815
1,1,1,0,0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1.134895165,1.145677259,1.171849225,12.7798821,5.116315498,0.607259122,33.56406491,1.132045641,1.536027535,0.54118798,1.252684079,1.544649297,0.295835223,0.588043218,0.5677,1.287512918,0.684405308,0.984169107,2.63766,4.081655126,1.162750624
1,0,0,1,0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,0.22942,0.28461,0.282018595,0.210901257,0.114298641,0.195716985,0.882891295,0.523849411,0.463520333,0.76968,0.242264828,0.616139567,0.348438609,0.212440252,0.315377137,0.451571739,0.689050201,0.57792,0.227638089,1.44460481,0.157497765
1,1,0,1,0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,0.420168793,0.472875822,0.627846828,8.31606835,0.94438,0.260360857,3.471027626,0.807791871,1.15201,0.83857,0.5420032,0.428590455,0.246830092,0.377505869,0.325849198,0.644090551,0.409352457,0.61348155,0.30528,3.173419894,0.81077744
1,0,0,0,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,0.33458512,0.373878888,0.538652878,1.877480265,1.310359149,0.356397874,0.341374108,0.429250722,0.535287325,0.409925632,0.335308546,0.282081174,0.290449881,0.209066718,0.29332767,0.441403037,0.33516,0.43335,0.503360795,0.617327288,0.105459675
1,1,0,0,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1.0642,0.637943295,0.436727296,73.1416864,3.117329673,0.337840398,63.2892334,1.676105341,0.760868968,2.011382982,1.349967936,1.177052953,0.050795258,0.161512264,1.76293,0.841432891,0.575574233,0.674486874,1.738584378,6.729706194,18.70650895
1,0,0,0,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0.759981925,0.835676515,0.780153138,0.388457102,0.82713,0.719810284,0.8543408,0.77012,0.990531797,0.800524114,0.654965532,0.618158738,1.124257828,0.521720033,0.620352317,0.953944102,0.69372733,1.17673699,0.797506078,1.095783433,0.154458716
1,1,0,0,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0.932666724,0.96339318,0.836432062,20.42419445,3.127861552,0.695205794,46.60356556,2.007642078,2.585049074,1.814801171,1.457058735,1.030795971,0.223927722,0.72955714,1.415187283,1.130776659,1.157339239,1.226203949,2.154380211,35.99038166,23.70402409
1,0,1,0,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0.231554892,0.68413,0.430318119,0.026645015,0.240933215,0.57924024,0.59403845,0.714381983,0.25596936,0.446090224,0.514155409,0.771119828,0.84198,0.339316179,0.891754563,1.184439502,0.571100483,1.04504,0.520389335,0.837171876,0.083651751
1,1,1,0,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1.194828494,1.268208251,1.389781884,11.03093554,6.138255953,0.920413426,26.12944362,1.179583757,1.880142657,0.708580495,0.965813637,1.0769005,0.281661663,0.626930798,0.55062,1.082110888,1.055105829,1.034952405,2.14595,4.662046619,0.945138591
1,0,0,1,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0.20625,0.34719,0.336476343,0.168223283,0.106078786,0.203697215,0.642723127,0.315415696,0.414269617,0.66942,0.224665472,0.485438894,0.319595652,0.224959126,0.259226257,0.344097258,0.48948647,0.63021,0.211511457,0.846434724,0.084012643
1,1,0,1,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0.340266145,0.569354521,0.727358081,8.166878233,0.95609,0.368515882,3.433790659,0.852691929,1.08528,0.778,0.433206853,0.808451959,0.206195702,0.459055493,0.282308737,0.77853673,0.731310781,0.617449058,0.29841,3.8559555,0.71026695
1,0,0,0,1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0.429649489,0.403985865,0.509072419,1.210981528,0.870569108,0.430666962,0.464549056,0.354390497,0.672447861,0.398777586,0.26043239,0.251828802,0.445651749,0.246193821,0.303764263,0.5013555,0.47496,0.50779,0.513267159,0.677666123,0.082838847
1,1,0,0,1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0.87422,0.832072173,0.532338148,100.142255,3.404599785,0.479900665,48.00336674,1.885412831,0.989794631,1.505336341,1.327447154,0.754371094,0.057104739,0.348381739,1.43287,0.983185026,0.701430354,0.96594233,2.042162596,10.66207358,21.82054723
1,0,0,0,0,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,0.596445066,0.674995225,0.803840187,0.201213707,0.5862,0.803621231,0.774960824,0.98368,0.703259347,0.752256307,0.631540865,0.63366972,0.951755285,0.484598354,0.986472672,1.342263194,0.809808425,1.102365855,0.773219978,0.868423019,0.091149598
1,1,0,0,0,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,1.471015583,1.377851755,1.287440959,25.72222292,5.599471619,0.918751325,43.59875859,2.382902788,4.109472791,2.277426319,2.337358322,1.577202745,0.256593355,0.738133979,1.723925137,1.386098171,0.797637042,1.501161737,2.525045598,63.12574649,31.71798496
1,0,1,0,0,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,0.183290685,0.57496,0.477063696,0.020984545,0.271794009,0.611515468,0.604401762,0.803835274,0.237828072,0.534127274,0.530587159,0.899676192,0.95979,0.383456633,1.13573514,1.365322317,0.723918854,1.15211,0.580966305,1.066138345,0.055711567
1,1,1,0,0,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,0.937474765,1.41361203,1.599652457,20.70280483,6.289531215,0.862510333,37.68895695,1.346218381,1.674367856,0.981795061,1.427488399,0.839253583,0.251536572,0.600202379,0.65653,1.291981414,1.183417482,1.030339097,1.39979,6.568960858,1.158362895
1,0,0,1,0,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,0.31228,0.46157,0.498921226,0.206006337,0.265606135,0.205351007,1.011432074,0.569600659,0.541513201,0.69259,0.328745742,0.554108194,0.608545913,0.278987154,0.451251238,0.576301569,0.38683173,0.9247,0.43090218,0.904575656,0.062085688
1,1,0,1,0,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,0.247576002,0.561008233,0.726150541,6.242748698,0.81436,0.356592723,2.598861931,0.758623318,1.08896,0.80528,0.371738651,0.851303454,0.188952973,0.344106317,0.311246945,0.731927264,0.628289461,0.797422458,0.2736,4.221138178,0.715914486
1,0,0,0,1,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,0.2055894,0.244093931,0.40898229,0.394121653,5.472775132,0.289840473,0.241951184,0.199876877,0.348127598,0.465784847,0.195456768,0.2894885,0.248743054,0.125396045,0.301541201,0.364595312,0.60082,0.46299,0.28455433,0.329340335,0.02369028
1,1,0,0,1,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,1.37791,0.679191619,0.577411991,98.75998678,2.734853151,0.423285578,26.01610374,1.224197808,1.295801522,1.093292052,1.271495884,0.670480126,0.126020384,0.230163898,1.30617,0.823125848,0.695369807,0.777295365,1.532863917,12.65481579,20.94446095
1,0,0,0,0,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,0.696631421,0.35897376,0.455744341,0.211467595,0.64211,0.523198595,0.66756445,0.59963,0.862002711,0.658915288,0.489140124,1.111133626,1.041330926,0.461847082,0.821677024,0.921912403,0.706540039,1.041171034,0.875210616,0.412460981,0.019458798
1,1,0,0,0,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,1.000015427,0.909583703,0.657811582,30.33177208,4.137059651,0.825795534,26.23549431,2.159939065,3.762315202,1.371780825,1.651728902,0.949483414,0.281492107,0.75644069,0.838629935,1.355357339,1.181351652,0.824750559,3.460627019,184.6451797,22.6880575
1,0,1,0,0,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,0.471492844,0.74185,0.830424845,0.032448182,0.447587507,1.071365841,1.030632308,1.021946626,0.611219281,0.854670671,0.819970791,0.6584673,2.04387,0.627529958,1.480205071,2.19252693,0.669654343,1.72933,1.350751396,0.907519894,0.025237566
1,1,1,0,0,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,1.113505788,1.042447456,1.257438285,24.64701446,5.288124912,0.645799003,25.05441445,1.230090193,2.804268548,1.218963057,1.097661151,0.650168021,0.372022118,0.634223714,0.49872,0.764942217,1.214514127,0.890314155,1.79756,25.74027616,0.753632382
1,0,0,1,0,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,0.30367,0.30134,0.333028568,0.340619028,0.191290794,0.173069917,0.660917139,0.464164341,0.524751825,0.56779,0.235053594,0.558935973,0.497204858,0.229436642,0.389588657,0.42485478,0.552854499,0.68091,0.449267567,0.850091673,0.011068837
1,1,0,1,0,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,0.581248169,0.651298072,1.041814908,13.43813584,1.00328,0.335172695,4.3000013,1.049368256,1.85887,1.47539,0.545273543,1.034504226,0.425648158,0.611324281,0.411347568,0.709237816,0.724909679,1.177970993,0.54756,3.875392591,0.310860283
1,0,0,0,1,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,0.207954029,0.357233191,0.328072393,0.361672797,7.46024792,0.22280117,0.275247635,0.246916035,0.362426622,0.411606475,0.138695875,0.201751913,0.467999777,0.167001372,0.268157467,0.298964213,0.45115,0.44069,0.400447261,0.282697726,0.010550322
1,1,0,0,1,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,0.97412,0.830666949,0.402419392,88.76587677,2.529044347,0.330553847,7.359248257,1.247492121,2.357836691,1.125067924,0.747446197,0.717940422,0.277856808,0.285155373,0.73129,0.515096696,0.689771406,0.539164055,2.009792406,25.33334193,10.11654456
1,0,0,0,0,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,0.410137221,0.533461118,1.09449403,0.758373688,1.59748,0.731972271,1.07821203,0.77568,0.695190936,0.589708487,0.611822459,1.384994379,0.945120268,0.59850589,1.118256119,1.136076824,0.771096582,1.062147678,0.843044612,0.34683143,0.009354519
1,1,0,0,0,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,0.67822929,0.651634769,0.768783787,41.31253507,3.725111128,0.59574634,13.9225737,1.615769238,3.553645938,1.187781307,1.274575426,0.611963292,0.430628307,0.530501836,0.757292196,1.012252752,1.443665646,1.072756361,3.078212233,235.0130421,7.788548872
1,0,1,0,0,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,0.417419974,0.50697,0.689661535,NA,0.508612103,0.523067628,1.88130494,1.233933712,0.709467101,1.217490528,0.601225512,2.379715776,1.81446,0.933778463,1.695728736,1.470304883,1.18010932,2.16411,0.959590001,0.64201334,0.004331957
1,1,1,0,0,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,0.615059038,0.874324795,1.078132505,33.25188966,3.143298571,0.745683368,16.32178076,1.110010597,3.387652685,1.018452082,1.075171004,0.384275085,0.456281847,0.635731625,0.47247,0.974132749,1.171780467,1.160004793,1.85945,74.44461503,0.502281524
1,0,0,1,0,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,0.20378,0.19854,0.648619628,0.484500057,0.339635782,0.245727827,0.980848183,0.597965281,0.6050607,0.31595,0.279627358,1.533009736,0.59355197,0.324477284,0.469207988,0.626449545,0.673689235,0.86837,0.482166086,0.579090586,0.01118099
1,1,0,1,0,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,0.201799956,0.285081121,1.312124809,11.43380651,1.36982,0.503130047,1.824320915,1.122146944,2.11976,1.02632,0.394214805,1.262619709,0.610671374,0.491064549,0.346391501,1.202845796,1.067385974,0.91923026,0.73875,5.713974495,0.089804318
1,0,0,0,1,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,0.179004868,0.47503396,0.372095577,0.80342804,8.662789712,0.216809327,0.415275675,0.282293359,0.376970629,0.511805421,0.132808389,0.365053028,0.338213167,0.246271042,0.396460609,0.554897705,0.35964,0.47885,0.369503359,0.362212797,0.003659121
1,1,0,0,1,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,1.11273,0.543574904,0.527168979,184.2028727,6.161428801,0.461004679,8.282418466,2.391794317,3.181302353,1.212363525,0.731831189,0.664955974,0.270483842,0.535044853,0.64356,0.916946577,0.762215252,0.780315235,2.969861196,33.40462882,4.080099882
